id	params
202	q=creation films country series&fq=description:(adminship title)&rows=10&start=3&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 56,mincount : 2}}
203	q=elections song 2007 you&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 34,mincount : 1}}
204	q=2007 2006&rows=81&start=40&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 27,mincount : 1}}
205	q=olympics coireports use&fq=title:(wikiproject category)&rows=10&start=2&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 48,mincount : 3}}
206	q=september external&fq=title:(spam all)&rows=10&start=2&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 25,mincount : 6}}
207	q=science log right&fq=title:(editorial notes)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 2}}
208	q=articles american pennsylvania one&fq=title:(log some)&rows=48&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 5}}
209	q=county 2008&fq=description:(2007 blacklist)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 3}}
210	q=august song website&fq=title:(1.0 stub)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 8}}
211	q=india cities november only&fq=description:(template one)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 5}}
212	q=history title 2005&fq=description:(file year)&rows=10&start=1&json.facet={titles : {type : terms,field : title_t_sort,limit : 26,mincount : 2}}
213	q=township west 2009 world&fq=description:(class see)&rows=29&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 54,mincount : 5}}
214	q=wales three&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 4}}
215	q=championship 2009 made url&rows=92&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 36,mincount : 4}}
216	q=film university reflist&fq=description:(history first)&rows=80&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 43,mincount : 5}}
217	q=history village image user&rows=24&start=24&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 46,mincount : 2}}
218	q=version 2010 user&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 69,mincount : 1}}
219	q=school about made&fq=title:(2008 wikipedia)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 77,mincount : 1}}
220	q=2006 discussion united august&fq=description:(class diff)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 1}}
221	q=july http title&rows=59&start=9&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 1}}
222	q=down last&fq=description:(creation comments)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 6,mincount : 8}}
223	q=selected biography united&rows=10&start=5&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 52,mincount : 3}}
224	q=requests talk&fq=title:(john category)&rows=86&start=86&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 7}}
225	q=september 2009 article&fq=description:(portal 2008)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 26,mincount : 2}}
226	q=log assessment american&rows=75&start=25&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 1}}
227	q=railroad county&rows=10&start=10&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 80,mincount : 7}}
228	q=states utc 2009&fq=description:(register name)&rows=46&start=46&json.facet={titles : {type : terms,field : description_t_sort,limit : 28,mincount : 5}}
229	q=academy archive all work&rows=20&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 63,mincount : 2}}
230	q=categories index.php wiki&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 34,mincount : 3}}
231	q=list charles wikipedia special&rows=8&start=4&json.facet={titles : {type : terms,field : description_t_sort,limit : 44,mincount : 3}}
232	q=desk district may&fq=title:(2006 article's)&rows=10&start=3&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 9}}
233	q=route may coord&rows=59&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 5}}
234	q=music talk page&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 2}}
235	q=team review article general&rows=52&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 84,mincount : 5}}
236	q=picture series all city&fq=title:(spam comments)&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 36,mincount : 1}}
237	q=written recorded&rows=58&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 43,mincount : 2}}
238	q=party reference user&fq=title:(archived comments)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 6,mincount : 1}}
239	q=united encyclopedic category&fq=title:(new drive)&rows=10&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 76,mincount : 1}}
240	q=people john name&rows=51&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 25,mincount : 3}}
241	q=2006 cite&fq=description:(files deletion)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 16,mincount : 1}}
242	q=village february wikipedia links&rows=59&start=8&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 2}}
243	q=representatives one districts&rows=10&start=5&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 35,mincount : 1}}
244	q=south 2004 december&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 5}}
245	q=university births&fq=description:(wikipedia editorial)&rows=10&start=10&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 1}}
246	q=selected reference all&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 6}}
247	q=deletion 2008 while&fq=title:(june article)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 3}}
248	q=deletion many 2008&fq=description:(places cite)&rows=8&start=4&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 1}}
249	q=motorsport one cars&rows=44&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 16,mincount : 5}}
250	q=nomination candidate editor&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 17,mincount : 5}}
251	q=jpg jpg name 2010&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 33,mincount : 3}}
252	q=summer article may&rows=96&start=24&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 1}}
253	q=musician musician love&rows=79&start=8&json.facet={titles : {type : terms,field : title_t_sort,limit : 49,mincount : 6}}
254	q=history history quality&fq=description:(wikipedia editorial)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 10,mincount : 4}}
255	q=reference october made&fq=description:(2006 further)&rows=70&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 66,mincount : 6}}
256	q=route season history 2007&rows=22&start=22&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 5}}
257	q=article university world&fq=description:(uss 2008)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 63,mincount : 2}}
258	q=science article&fq=description:(related http)&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 73,mincount : 1}}
259	q=division election references state&rows=59&start=19&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 3}}
260	q=school administrators some than&rows=10&start=5&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 1}}
261	q=party war non url&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 30,mincount : 3}}
262	q=manchester team countryofbirth&fq=title:(2009 other)&rows=10&start=1&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 55,mincount : 4}}
263	q=james 2008&rows=82&start=11&json.facet={titles : {type : terms,field : title_t_sort,limit : 82,mincount : 1}}
264	q=archive featured infobox john&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 2}}
265	q=series http&rows=86&start=86&json.facet={titles : {type : terms,field : title_t_sort,limit : 16,mincount : 6}}
266	q=1.0 states september&fq=description:(possibly thumb)&rows=71&start=35&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 51,mincount : 1}}
267	q=peer american review&fq=description:(united other)&rows=10&start=10&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 74,mincount : 5}}
268	q=language can&fq=title:(articles you)&rows=10&start=3&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 3}}
269	q=jersey american war&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 20,mincount : 4}}
270	q=archive1 see&rows=95&start=95&json.facet={titles : {type : terms,field : description_t_sort,limit : 25,mincount : 5}}
271	q=spam archive&fq=title:(military version)&rows=40&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 1}}
272	q=season city&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 41,mincount : 4}}
273	q=china world&rows=87&start=87&json.facet={titles : {type : terms,field : title_t_sort,limit : 27,mincount : 2}}
274	q=contributors contributors right please&rows=47&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 29,mincount : 2}}
275	q=2007 january time&fq=description:(noticeboard any)&rows=10&start=3&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 47,mincount : 1}}
276	q=university october november&fq=title:(archives first)&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 8,mincount : 1}}
277	q=editorial title&rows=76&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 38,mincount : 1}}
278	q=2007 2009 made&rows=80&start=16&json.facet={titles : {type : terms,field : description_t_sort,limit : 39,mincount : 3}}
279	q=language articles top year&rows=19&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 10,mincount : 4}}
280	q=1.0 you&rows=14&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 60,mincount : 6}}
281	q=2nd archive debate archive&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 58,mincount : 2}}
282	q=michael wikipedia link contributions&rows=25&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 61,mincount : 2}}
283	q=james world 2007&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 1}}
284	q=canada jpg february&fq=description:(articles en.wikipedia.org)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 2}}
285	q=2009 station new use&fq=description:(jpg user)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 14,mincount : 3}}
286	q=east 1.0 web&fq=title:(register image)&rows=10&start=3&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 10,mincount : 3}}
287	q=college city 2000 category&fq=description:(candidates new)&rows=77&start=25&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 14,mincount : 3}}
288	q=american bowl 2009 reflist&rows=23&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 24,mincount : 1}}
289	q=team nomination category http&rows=10&start=2&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 45,mincount : 6}}
290	q=march 2005 right right&fq=title:(requests see)&rows=34&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 4}}
291	q=lake office 2007&fq=description:(sports importance)&rows=10&start=1&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 3}}
292	q=quality history years&rows=96&start=96&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 22,mincount : 1}}
